ID	sp10N2016	sp10N2017	sp10N2018	sp16N2016	sp16N2017	sp16N2018	sp1N2016	sp1N2017	sp1N2018	sp20N2016	sp20N2017	sp20N2018
Zotu6144	4	2					2		2			
Zotu2822			1		6			2		3	2	
Zotu40	1			114	10	1		3			61	8
Zotu13440	2			2			1					
Zotu5292	5	1		2	1							
Zotu656	13	2	1				202	62		5	1	
Zotu1261	1		3	3	2	2	2	2	1		11	1
Zotu2114	17						4	3		12	2	
Zotu1627	4	1		3	3		3	2			2	
Zotu709	3			14	33	3	1	49	5	2	9	7
Zotu240	24	20	3		2		10	8		1	1	
Zotu354	12	3	12	29	51	17	4	3	4	41	17	5
Zotu6195	8						3					
Zotu1316	4			1	2	1	2	2		3	3	
Zotu2140	2	4	6		20	3	2	2		1	13	2
Zotu5862	1			1	2		1					
Zotu46579	1											
Zotu671	5		9	1	18	5	3	2	1	5	6	4
Zotu817	18						1			99		
Zotu788	14	4		14	1	40	1			1		2
Zotu604	42	10		6	8	1	2			3	3	1
Zotu10881	6	5	1	2	2	3	12		1	13	3	16
Zotu1453	20		6	3	3		25		2		1	
Zotu2300	7	2		4	3	6	2	1	8			
Zotu964	3			3	3	4	8	4		6	1	1
Zotu2326	1			1	1			3		5		
Zotu118	11	2	14	23	54	36	37	3	17	3	35	7
Zotu5898	1			1				2		1		
Zotu45879	6											
Zotu15447	1				1							
Zotu2709	2									3		
Zotu2455	10		8	1	1		3					
Zotu7418	1				1							
Zotu2252	1					3		1	3		7	
Zotu925	16				1		3	6	1	1	1	
Zotu21604										3	1	
Zotu1309	2			2	11	2		2	1			
Zotu1095	12			2	2	1	1	4			10	1
Zotu2347	15				6					2		
Zotu39138	4							8		3		
Zotu16028					1							
Zotu468	1					2		1	1	1		2
Zotu5034	7				1		6	12				
Zotu2462	4		1	2	2		2	2		2		
Zotu2596	5			18	1	2	1	2	4	6	1	3
Zotu34461		2	10	15	2	2	11	6	10	7	3	5
Zotu3530	1				1		4	7				
Zotu2823	9				64	2	2	26				
Zotu7962	6			3							2	
Zotu66	5	5		2	150	5		47	5	14	140	5
Zotu2507	10		16	1							5	29
Zotu1699					2		1	1		3		
Zotu4612	1			2	3					5		
Zotu1447	8		5	1	3	1	4	6		1		
Zotu4994	3				4		4					
Zotu1211	9			4	5							1
Zotu5005	4		2							1	1	
Zotu20037					1							
Zotu48619										1		
Zotu22176	5											
Zotu34747	1											
Zotu4508	6		1	2		2	2					1
Zotu10613				1		2	1			1		
Zotu145	22	18	5	8	98	6	6	67		8	177	3
Zotu1164	13		2	1	7	17					18	1
Zotu2045	2			2	3	5		3			1	1
Zotu292	13	1	5		11	1	7	9	3	2	8	2
Zotu1230	6											1
Zotu109	25	3	2	11	89	24	33	4	2	5	45	12
Zotu7239	12						9	2		2		
Zotu6911	1		1				1	1				
Zotu1041	1	1	3	1	7	3	2	3	3	3	5	3
Zotu480	3		6	2	4	2		2	1	2	7	3
Zotu7595	15				1		1					
Zotu19947	2			3	2					5		
Zotu548	24	2	3	1	11	5	28	5	1	6	1	
Zotu3707	5					1					2	
Zotu127	19	1	9	21	16	8	5	10	7	9	7	9
Zotu6406	12						1					
Zotu2435	12		20			1						
Zotu126	3	1	2	2							1	1
Zotu12818	2				2							
Zotu642	1		3	1	20	49	19	3	1	11	2	2
Zotu8078	2		6							1		
Zotu585	4		4	2	3	6	1				4	1
Zotu6449	6				1	2	1					
Zotu3497	5			3	8	1	2	3		29	4	
Zotu7245	2			1	3							
Zotu2418	4	1	4	2	7	1		26		3	6	
Zotu3301			3			2				1	3	
Zotu1806	23	2	3	44			62	5	1	4		
Zotu17717	3	1		5						2	1	
Zotu6187	3		2							1		
Zotu1960	2		2		3	2				1	1	
Zotu2356		1			4					3	1	
Zotu7774	4				1					1	1	
Zotu7786	4				1		2	1				
Zotu5028	6	60	1									
Zotu641	1				2	2	1			1		2
Zotu11134	4											
Zotu553	10		3	1	30	10	6	6	1	4	5	
Zotu42882	2	4	2		1	9	1	1		9	2	28
Zotu7486	15			3			1					
Zotu5998	13		1							14	3	
Zotu85	15	26	32	291	24	128	47	23	98	72	121	75
Zotu33	2	1802		1	12	126		366		9	30	36
Zotu42157	4											
Zotu5756	6		1	1			35	1		1		
Zotu732	2											
Zotu2768	7				1			2	1	1		
Zotu1127	8	9	9	2	1	1	10	3	3	11	5	4
Zotu2922	4		1		1							
Zotu295	10		45		2		10	5		7	8	1
Zotu2292	13						1	1		5		
Zotu3257	9		3				1	3				
Zotu2183	7	1	2	2			6	2	1	17	1	1
Zotu9467	8			2		1	1			1	4	
Zotu220	44	25	61	47	44	62	100	55	24	45	16	8
Zotu32139	3											
Zotu112	2	23		2				118		1		
Zotu2640	3				6	1	2	1		1	3	2
Zotu756	24	1	3	1	5	4	42	2	1	18	6	
Zotu3507	4	1		3	17		4	7		4		
Zotu11377					1						1	1
Zotu889	3			23	11	1	1	4	1	28	2	
Zotu1297					2		3	2	3	3	1	1
Zotu570	18	5		1	36	4	9	27	2	5	11	
Zotu26561	4		3									
Zotu657	33		1	72	6	10	59		6			8
Zotu697	4		1		7	2	1	4			5	1
Zotu2138									1	1		3
Zotu17937				2								
Zotu13088	5		2									
Zotu5828	4					1					1	
Zotu663	2				15		1	40			14	2
Zotu3203	2	1	4	2	7	3	6			11	14	
Zotu1336	2		2	1	4		4	1		1	1	1
Zotu3190	1	1					1			12		
Zotu5735	2						1			2	1	
Zotu46388					1						1	
Zotu6412	2									1		1
Zotu3710			3				1			3	1	1
Zotu206	8			1		3		1		7	2	1
Zotu5655	1											
Zotu8576	2				2			1			1	
Zotu16752	10		1	4	9	5	3	6		9	6	83
Zotu24973		1			2							
Zotu7121	10						13			4		3
Zotu23281	2											
Zotu1753	1				2							
Zotu3832	7				1			2		1		
Zotu866	6		5	1	1	1	3	2			6	1
Zotu9889							1	1				
Zotu1167	2		1				1		1		5	
Zotu1538					1			3		3		
Zotu12744	3											
Zotu1066	9		13		3	1	8	3		2	5	
Zotu550	4	83	12			1						52
Zotu1378	3		18		2		8				2	1
Zotu114	36		27	11	25	6	17	8	1	20	15	11
Zotu1532	1	1		1	1	1	3					
Zotu3565	1				1		2			1		
Zotu19178	4				1							
Zotu463	1	1		2	1	3					2	1
Zotu813	2		1	10	9	2		2		6	13	1
Zotu6346										1		
Zotu7381	1									7		
Zotu5621	3		1		2		7	1		8		
Zotu6666			1			3	1			4	7	
Zotu3440								7				
Zotu13850	2						1					
Zotu1078	2	1			1	3	8		3		14	11
Zotu3255	2				1						1	1
Zotu4318	2			1	2		4	3		1		
Zotu5912	1						1			3		
Zotu53498	1											
Zotu3354	7			2			2			1	1	
Zotu1415	4	2		4	1		10			23	11	30
Zotu21953	2											
Zotu390	21	1	3	8			10	4	5	30		
Zotu22351	1					1				1		
Zotu652	4	2			25			68			14	
Zotu9260	1							3				
Zotu32	39		35	21	42	11	9	11	5	8	12	13
Zotu5705	4	1			5	1					1	
Zotu801	2		1					3		21	3	1
Zotu2411	19			6	12	1	4			2		
Zotu219	32	16	21	2	30	8	8	18	3	51	132	464
Zotu5490	10			7	6			2		1		
Zotu1522			1	1	1	2	1					
Zotu573	25		46		1	1	16	45		2		
Zotu2336	1					1						
Zotu4927	2			5	4	1	2	1		4		
Zotu3457	22			1	2		17	1		2		
Zotu7526										1	1	
Zotu988	6			11	11	10	1	3	1	6	4	2
Zotu9616	2		1			4				2		
Zotu2602	4			3				12		6		16
Zotu1110	8		13	4	2	1	6	6	2		1	
Zotu7124	5									1		
Zotu7482						2						1
Zotu520	12		21	3	19	15	18	8		8	5	3
Zotu4222	9			1	2				1			
Zotu4496	6									1		
Zotu17600					1							
Zotu4658			2									
Zotu10914	4											
Zotu129	31	128	162	47	13	6	53	11	21	20	29	14
Zotu414	17	5	1	14	15	12	21	20	6	4	23	6
Zotu555	3	1	2			1	6	6		6		
Zotu55702				1								
Zotu6169							8				2	
Zotu30406	6	3		4	8	2	8	2		8	3	3
Zotu2719											1	
Zotu3419	9			4	2		1			3	1	
Zotu1343	12			1	29	2	4	2		4	8	
Zotu1365	2			1								
Zotu3451	18											
Zotu3334	2	1				1		1				
Zotu166	6	2	9	1	1	1	31	17		117	3	20
Zotu141	18	2	6	11	13	9	2	1	2	7	6	1
Zotu5606	6			6	4			1		1		
Zotu29033	2		1									
Zotu324	19	246	14	44	23	10		10	16	119	93	15
Zotu4839	4			3	48		1	3		1		
Zotu2119	4		6	2	1		4			7	1	1
Zotu3338	1	1			1	1		1		3	1	
Zotu1760	2					1					1	
Zotu3109	7	1					19					
Zotu281	9		12	4	17	10	1	3	2	7	38	6
Zotu11229	5				1	1						
Zotu2836	1		1		2					1	3	
Zotu1936	9		1			1					1	
Zotu1511	11			1	5		4			2	1	
Zotu45753	6		1		1		2	7		18		
Zotu14605	1											
Zotu7703	1											
Zotu8059	1	1			1	1		1				
Zotu5315	3	4	1	1	6	6	1			5		1
Zotu494	4		3	3	10	5	4	5	2	3	12	2
Zotu1560	3	1	17		18	2	5	15		1	20	
Zotu1634	6	21	2		8		48		2	2	4	2
Zotu7920	3					1						
Zotu519	4		1	8	11	2		8		6		
Zotu7371	5						6			2		
Zotu2163	2	1	6	1	13		14	2		1	1	1
Zotu10500	13		1				1			3		
Zotu14768				1	1							
Zotu2667			1	1	1							
Zotu888	2		1	2	8	3	2	3			1	1
Zotu45355	1											
Zotu26286	2											
Zotu2128	2		1		2	3		1				
Zotu42963	2											
Zotu4599	1		1		6	1	1					
Zotu4447	2	1								1		
Zotu3124	4					12				12	3	
Zotu12590						1						
Zotu44774	1											
Zotu4238	3		2		1			2		1		
Zotu10996	1		2	1			1					
Zotu20405	1				1							
Zotu692	9		2		11	6	13	6	1	3	1	
Zotu28607	2											
Zotu10612	2											2
Zotu13571	1							1				
Zotu7872	1			3	3			4				
Zotu130	29	167	47	3	22	105	61	60	6	27	18	27
Zotu5654	6				4	1						
Zotu3369	1		1	1					1		1	
Zotu2816	4	2		3	1	2	1	2	3	1	4	1
Zotu577	5	2	2	2	21	11	5	4	2	3	9	1
Zotu741	14	31	23	24	3	27	49	4	1	1		7
Zotu2468			1	1	1					1		
Zotu13488	5			1			1					
Zotu2906	1		1				1				2	
Zotu3870	3			1	12		2	2				
Zotu163	6	2	18		5	1	4	16		2	4	2
Zotu1647	2		1					2		1	2	1
Zotu217	5		13	2	32	10	10	14	2	6	28	8
Zotu1046	1		1		4	1		4	1	1	3	1
Zotu1583	25		10	1	9	9	5	4	1		1	1
Zotu5015							1				2	
Zotu8653	6				1		1			1	1	
Zotu1059	1		1	2	2							
Zotu15870	4											
Zotu388	1		6	5	1	5	2	2	2		5	4
Zotu1068	5	4		3	1		4	5		8		
Zotu1450	3				4	3				1		1
Zotu182	14			1	9		5	1			1	
Zotu9143	2	1			3			1		1		1
Zotu249	13	1		3	1	5				4	2	1
Zotu328					3						1	1
Zotu478	2		1		6	2		1	1	2	2	1
Zotu1171	14		2		1			2		2	3	1
Zotu3589	10	1	1	5	7			16	5	1	20	
Zotu1208	3		3			3		3		16	1	4
Zotu15710	4			3			1					
Zotu3722	1			1	11		2			1		
Zotu10303	1	1			1							
Zotu3340	5		1		7			1	1	1	2	
Zotu2306	5		2		1	1	1			3	2	1
Zotu1432	3					1		2		6	18	
Zotu9380	1											
Zotu2049	1					1						
Zotu917	3			1	4	1	5	1			3	
Zotu1612	2	1	5	1	16	2		21			7	1
Zotu1787	5		6	1	11		2	15		8	4	1
Zotu8186	3							1			6	
Zotu1353	4		2	2	3	3	5		1	1	1	
Zotu9937	1											
Zotu62	1	563	84	10	3	295	8	5	7	2	3	37
Zotu707	10		7	2	16	10	8	6		6	9	1
Zotu4385			4					1		1		
Zotu5703				1				1				
Zotu8446	4				1		1				2	
Zotu53477	1											
Zotu30	25		64	354	14	16	181	67	70	6	149	128
Zotu1069	8	3					121	90		24	1	
Zotu1934	11		1	8	12		4	4		7	1	
Zotu701	4	1	1	14	14	8		2		8	4	
Zotu4511	1		1			1	3	3		8	2	
Zotu53405	4			1	6		2	2			1	2
Zotu445	40	2	14	2	7		118	17	2	6	4	
Zotu42893	3	1		7		1	1		1	1		3
Zotu581	2			1	2	1	4					
Zotu136	6	50	7	246	6	1	35	9	15	106	65	3
Zotu282	10	2		3	20	12	2	1		1	6	1
Zotu404	4						10			49	1	224
Zotu1829	4				1		1	1		1		
Zotu3381	10	1	2				3					
Zotu8284	1				1		7			1		
Zotu2593	1				2		1	1		4	1	
Zotu755	2				1	2		2				2
Zotu6720	5			1	1		1	1		2	2	1
Zotu6965												1
Zotu3888	1		2		1		2	4				
Zotu6062											1	
Zotu5357	1											
Zotu1172	1			1	2		2	1		4		1
Zotu710	1			1			1			1		
Zotu679	1		4		2	1	1		1			2
Zotu7130	2											
Zotu1941	1		7			2	1	3	2			2
Zotu5263	3		1				4		1	1	1	
Zotu6574							1	1			1	1
Zotu7714	1		5								1	
Zotu11948	2											
Zotu2266	4		1				1					
Zotu1407	1		1	5	5	6	1	1	2	3	1	
Zotu4240				1	1		1	1		1	2	58
Zotu49293	13				6	1		1		2	2	
Zotu950	2		5		2		1	2		1	1	
Zotu3058	7			2	12		4	1		1		
Zotu1467	1		2		16	1	1	2			2	3
Zotu2967	2		7	1	3			6		1		1
Zotu49512	4											
Zotu1814	6				2	1		3		4	6	
Zotu4181	6						5	3				4
Zotu14082	6											
Zotu213	9	2	9	89	5	2	13	3	10	6	25	209
Zotu3343			1				1	1	1			
Zotu431	21		20	4	2	12	11	6	1	2	2	4
Zotu862	8	1	2	1	1		1			10		1
Zotu507	13		12	21	3	2	14	3	7	1	6	2
Zotu6088				1		1	1					
Zotu1140	4	1	2	3	15	1		2	1	2	2	2
Zotu15251	5			4				1				
Zotu9900			1									
Zotu10992	1											
Zotu4009	4											
Zotu48	14	2	79	10	1	246	1		57		3	174
Zotu296	4		1	4	4	10	3	1		2	2	4
Zotu5516	9			5	6		3					
Zotu705	12	2	2	4	6	1	11	4		1	6	3
Zotu4320					3						4	
Zotu833	2	1	6	2	11	4	5	1	6	5	22	4
Zotu10222					2					1		
Zotu2960	3		1	2	4					1	2	
Zotu1334	2				2		1					
Zotu3407	2	1	4		1	1		2	1		1	1
Zotu758	1		3		7	9	1	5		2	8	1
Zotu724	10	6	20	2	47	1	9	90	5	3	38	7
Zotu5379	1		12				1	15	1	6		
Zotu4031	7			3	1	1	2	1		1		
Zotu422	23		2	8	88	8		80		11	37	1
Zotu2270	1						2			1		
Zotu8839								1				
Zotu4255	1		1	1	4		1					
Zotu1327	1		1	2	1	1						
Zotu334	14			2	2	13	104			625	5	1
Zotu18894	2											
Zotu4136	1		2		2					2		
Zotu7159	5						2	2				
Zotu80	25	2	36	1	8	31	13	10	6	10	5	8
Zotu56	4		2		2	2	5	1		1	2	2
Zotu2451	1						1	4		5	1	
Zotu205	6	1	3	4	6	5	3	3			5	1
Zotu41426	1											
Zotu4153	4			1	2		1			4		
Zotu438	8		2	4	21	12	9	2	3	1	9	3
Zotu5331		1										
Zotu3647	1				1						1	
Zotu806	5	2	2	5	2	1	2	2	2	1		
Zotu7523	4				1							
Zotu1122	1			1	5		1			2	1	
Zotu6523					4			1		1		
Zotu11743	4						1					
Zotu14004	2											
Zotu47006	1											
Zotu15114	6		1			3					1	
Zotu12135				1		1						
Zotu2386	1	4			1	1		1		1		
Zotu4610	1		11				30	2				
Zotu1128	14		15	20	10	46	57	3	2	16	14	1
Zotu7929	1	2						1	1		1	
Zotu2339	4		2		1		1	1		2	2	
Zotu293	4		4	4	16	16		3		7	15	2
Zotu6945	1										3	
Zotu25364				2						4		
Zotu5299	1			2		2		1	2		2	
Zotu4122	10	3	2		4	1	6	2	1			
Zotu1272	5	1	1	7	9		4	4		4	2	
Zotu6707	3	1	1				2			1	1	
Zotu11228	8											
Zotu393	12		8	3	5	1	1	4		1	7	3
Zotu5146	8	1			1		3	2			2	
Zotu52557	3											
Zotu13521							4			1	3	
Zotu1486	10			1	1		9					
Zotu161	4				93	8		22		28	107	1
Zotu8589	5											
Zotu16600	2							1				
Zotu309	19		6	4	20	3	76	6	1	2	10	5
Zotu5398	10			11	4		12	3		4	6	1
Zotu6856	1				1		1		1	3		
Zotu1358	18	2	2				11	2	3	1	6	3
Zotu4216	2							2		2		
Zotu3280	2				4						13	
Zotu76	12	11	42	45	216	29	9	167	4	16	95	71
Zotu575	7		1	1	8	2	7	1			2	5
Zotu524	4	152	9	35	14	6	4	28	50	4	17	9
Zotu3313	1		1									
Zotu9106										1		
Zotu970	6	3	4		13		54	11		5	8	
Zotu516	14	2	14				8	28	1	26	2	
Zotu2359	8			3	2		1					
Zotu1672	4	1	2		2		2		1	2		
Zotu2429	3		7	4	2	8	2	1	1	7	8	
Zotu6458	2										1	
Zotu9985	2		1	1								
Zotu3657	12			1	2		11	4				
Zotu4411	5					1					1	
Zotu12133	2		1									
Zotu1584			1	1	2		1	3		4	10	1
Zotu1551	4	1	131	1			5		64			1
Zotu17338	1				1	1						
Zotu25	20	34	3005		3	25	5		46			
Zotu12285										1		
Zotu50	8		9	7	18	14	3	7	2	5	11	5
Zotu2185	7		1		2	1	2	1		3	7	
Zotu9762	4						1					
Zotu4119	15											
Zotu4269	2										20	
Zotu1506	21	1		1	1		18	1		5		
Zotu1916	4		2	1	1						2	
Zotu2845	2		8		1		1					
Zotu16183	2			1			2					
Zotu1152	8			1	2	2		1		2	4	
Zotu4875												1
Zotu1921	10			9	58		1	15		11		
Zotu3384	3			1				1			2	
Zotu3191	7	1				1						
Zotu780	2	1		1	10	8	3	1	3	4	13	
Zotu24487							1					
Zotu3520	2			4	5			1		2	1	
Zotu502	2				3	2	1	1	1	1	6	2
Zotu29754	1											
Zotu2077			2				1					1
Zotu797	1		3			4	1		1		1	1
Zotu2204						3					1	
Zotu10592	1										1	
Zotu1703					2	2			1		1	
Zotu27534	2											
Zotu640	23	5	3	4	27	2	11	11		15	25	4
Zotu8630	1			2				2			3	1
Zotu20813							1					
Zotu41054	1											
Zotu1448	3		1		1	2				2	1	1
Zotu16100											1	
Zotu305	13	2	8		49	6	8	29		2	12	2
Zotu6153	2											
Zotu14288	3		1		1							
Zotu2363	18		1	15	1		2	2		4		
Zotu2701	3				3	1				1	1	
Zotu4709					1	2				1	1	2
Zotu8854					1	1						
Zotu6330	1			1								
Zotu1161	1		1					1			2	
Zotu1742	4		4			3	3	4	3	7	1	
Zotu19897						1	2					
Zotu3536	1			1						2	1	
Zotu865	19	5	10		11		17	7	1	6	6	
Zotu2513	18		9				6	1			4	2
Zotu12304	2						5	7			5	1
Zotu15800				1			6					
Zotu42114	1											
Zotu882		2		1	3		6	1		4	15	
Zotu616	6		1	2	10	3	4	2	2	3	5	2
Zotu1802	13	1			10		59	1	3	1		
Zotu2246	2			6	3	6	3	3	2		14	2
Zotu9551	3											
Zotu8649	10	5	1					1				
Zotu170	4		3	1	7	4	1		4	1	7	5
Zotu647	10		1		11	2	1	3	1	4	7	6
Zotu5409					3	3				1		
Zotu1175	4		2		3	1	2	5		6	1	
Zotu3367	1		1				1			15	6	1
Zotu517	10		11		10	2	2	5		6	3	
Zotu5584	1				2	2	1	1		1	1	
Zotu7814					3		1	3		1	1	
Zotu3359	2		1			2				9	2	
Zotu632	1		5			3	3	1			2	2
Zotu14219	1								1			1
Zotu465	16	2	8	3	13	1	21	4	1		6	2
Zotu802	6							1	3	1		
Zotu12709	1	4	2					3				
Zotu24093	7											
Zotu6444			2		1			4				
Zotu926	5		2	4	24	1	2	6			16	
Zotu9631				1		1						
Zotu9452					1							
Zotu3747	3		5		3							
Zotu44242	2											
Zotu1803	1							1				
Zotu302	11		1	1	5		22	1		1	1	2
Zotu57	2		4	103	4	4	7	23	1	258	49	
Zotu28340					1							
Zotu6715	1			2				3		1		
Zotu1373		1		3	5			1		23	2	
Zotu1843	7			1	7	4		1		3	4	2
Zotu420	3		1			1	2		2	1		2
Zotu11316				4								
Zotu898	2		1	1	1			1				1
Zotu1049	5		8		10	4		2		5	7	
Zotu5590	2		1		2	1						
Zotu1007	9		1		1	1				2	4	
Zotu1915	7		6	1			19	9	2	10	1	3
Zotu3310	9	1	1	3		2				7		
Zotu14855			2									
Zotu1602	11		1				2			2		1
Zotu1036	11			3	12	17	12	3		1	14	4
Zotu4280			1				1	1			2	46
Zotu3695	14						41	3				
Zotu5850	10	3					1	5				
Zotu3973	1		2	1		1						
Zotu3847				3								
Zotu12327									1			
Zotu8227	1											
Zotu4841	1				3		15	1		2	1	
Zotu5069	6			2	4		4			2		
Zotu43630	1	5		1	1	1			1	1		1
Zotu11095	2		1		1	2						
Zotu391	3		1	1	2	9	5	3		3	6	5
Zotu447	4	2	2	2	20	9	1	4		4	17	1
Zotu27450	1											
Zotu2804					26	25					21	1
Zotu234	2	6	11	1	7	42	5				10	34
Zotu3322										1	2	
Zotu9411	1				2	1						
Zotu73	8	5	43	22	27	45	30	28	11	41	35	11
Zotu61	7		6	4	15	11	1	1	1	2	5	4
Zotu3515	1			1	7	8		2		5	1	
Zotu3905					1							
Zotu19952	1											
Zotu1235			1		1	2		1			1	
Zotu1121	7	2	6	1	3	2	2	3		9	4	2
Zotu2370	13		3		13		13	5		6	2	
Zotu892	15	1	8	5	3	2	2	51		14	1	1
Zotu1604	8	1	17				2	5		2	1	1
Zotu14333	7						1					
Zotu14131										1		
Zotu10824	1						2			1		
Zotu3073	1		1	2	1		2	1			1	
Zotu430	1	1										
Zotu3053					2					1	3	1
Zotu3639	1				1							
Zotu4189	3				1		21	7				
Zotu3305	2			1	3		6	1		2		
Zotu6488	9		2			1		1		3		
Zotu661	8			1	9	1	4			2	2	1
Zotu1796	6			2	20	1		11		4	3	
Zotu30513	1											
Zotu7308	3		3				1	1				
Zotu4017	1							1		1	1	
Zotu4474	2				5							
Zotu7408					3	1	1				1	1
Zotu13223			5						2			
Zotu8832	8				1		1					
Zotu55301	8				2						1	
Zotu729	8		5	14	6	8	1	29	10	33		76
Zotu1255	3		11		2		1	3	1		1	4
Zotu4395	7		5				1					
Zotu607	1	2		6	6	21	1	18	7	1	12	
Zotu1777	8	2		4	7	7	1	1			4	2
Zotu7909												1
Zotu16414					1			3		1		
Zotu3399	1						13			1		
Zotu48451	1											
Zotu199	11	1	6		20	19	7	6	3	47	4	2
Zotu123	4		4	2	1	1	1	1		1	1	1
Zotu5994	1									2		
Zotu20119		3	8	28		1	1	4	44			4
Zotu142	36	85	114	86	24	38	56	60	10	278	13	11
Zotu2017	7	1	2		2		11	4		1	3	
Zotu35282	2											
Zotu1251	22	1		2	36			5	1	4	1	
Zotu2774			1			1		3			1	
Zotu1588	9		9	5	4		11	5	1	2	1	
Zotu565	5	1		2	4	2	13	13		10	10	2
Zotu2527	9		1									
Zotu1019	9	1	37		3	3	25	14	2	1	3	
Zotu125	1			5	3	3	1	1	1			3
Zotu7100	7											
Zotu36546	2				1						1	
Zotu50993	13		1		1		7	10	1	12		4
Zotu902	1		2	1		3			4			6
Zotu25886												1
Zotu895	4		1	4	23	9	1	4		5	15	1
Zotu457	5	1	3	3	9	6	7	8	2	3	6	6
Zotu1613	11	1	4		4		7	8		14	1	1
Zotu900	4			2	2	1	1	1		1	1	2
Zotu10487	2			1								
Zotu843	11	1	3	1	12	2	3	2	1	2	2	
Zotu1369	3	1	1	27	5	7			2	1	3	9
Zotu1329	5			9	6			3		10	24	4
Zotu2403				1	1			1	1		1	1
Zotu6917					6			4		1		
Zotu3421	5	2		1	2		5			2	1	
Zotu2079	5	1	2	2	10		15	9		3		
Zotu500	1	1		5		23		1	1	2	13	34
Zotu2427	2		1		2	1	1	2	1			
Zotu32403										1		
Zotu3810	3		1							4		
Zotu3007	1						4	2		3	1	
Zotu633											3	3
Zotu3250			1		1						2	
Zotu297	6	1			16		2	8	1	8	119	2
Zotu17848	3			1								
Zotu1557	5	1	1	2	17	1		18		1	11	
Zotu1641	1	5		29	3	1		6	12	4	2	1
Zotu10850	1			1								
Zotu1769	4	1	2		3					2		1
Zotu7226	2				1							
Zotu8202	1				2	1	2			1	1	
Zotu4456	1					1						
Zotu601	4			6	11	6	3	1	1		2	2
Zotu8743	1				1							
Zotu2969			1		6		1	2			4	
Zotu855	2		1	2	5	1	1	1	1		2	1
Zotu4274	1									1		
Zotu1351	2		1				2	2				1
Zotu5820	1				12			2		1		
Zotu728	5		6	7	8	10	3	4	1	1	15	6
Zotu6734	3											
Zotu49661	3											
Zotu5816	3				3					2		
Zotu14044	3			2	1			2				
Zotu1088	2	1	2	1	3			2		1	1	16
Zotu3857	2									3		
Zotu5048			1				1	1				
Zotu35863	3											
Zotu4587	3		1				1	1	1			
Zotu2505	4			2								
Zotu2086						1				1		
Zotu5935				2	3	2						
Zotu1371	2	1						2				
Zotu3029	13	2	19	1		1	7	1		4	1	
Zotu6116	1		1			1		1	2			
Zotu860		4	1	2	14	4	3	3		3	17	4
Zotu2728	2		2									
Zotu13372	2										1	
Zotu2446							1	2				
Zotu2279	5		2			15		4			1	
Zotu6417	2		1		2			1				
Zotu883	6	1	7	4	41		34	21		20	3	2
Zotu2412	1									1	2	
Zotu3400	5			1	20		2			1	1	
Zotu5770			2			1						
Zotu4210				1								
Zotu204	3		2	1	6	4	2	1	1	1	5	3
Zotu20983				1			3					
Zotu42351	1											
Zotu19442	9											
Zotu3884	10	1	1		2		16	3		12	3	
Zotu1727	5				3	5	2	6	1	2	2	
Zotu1423		1		1	5	3	2	4		9	16	1
Zotu1797	1										1	
Zotu1063	3				3		5			8	4	
Zotu611	3		2		1	1	1	3	1	2	4	
Zotu2589	1		1		1		1			1	1	
Zotu5768	1			1	6			2			2	
Zotu7789	5		1	5	2		1			1		
Zotu532	6	11	36	2	5	2	105	35		83	10	1
Zotu1436					1	1	1					1
Zotu6164	8		1				9					
Zotu1138	7	1		30	3	5	1	2	4	9	26	4
Zotu10582	2			1						1		
Zotu2601	1				2	1		1		1	18	
Zotu3915	2		2		6	2	2			3	6	
Zotu5583			1					1			3	
Zotu1015	3		3	2	6	4	5	4		3	9	1
Zotu2161	1		1							2		
Zotu4651	3		1	1								
Zotu14315				5			1	3				
Zotu32952	2									1		
Zotu10383				2						1		
Zotu195	7		6	7	18	15	1	6	4	1	14	9
Zotu10774	3								1			1
Zotu4846	1										1	
Zotu48187											1	
Zotu5890	1										1	2
Zotu2532	1		1		2	1						
Zotu1635	6					1	12				1	
Zotu617	4		6	5	17	2	3	1		2	4	
Zotu8058	7			1	2		1	1				1
Zotu9312											1	
Zotu26	17	52	15	44	54	476	247	53	356	23	11	90
Zotu10524	1											
Zotu1840	1	2	9		1		103	1				
Zotu1070	2				2	3		2		1		
Zotu29496					1							
Zotu4450	1			2	15			1				
Zotu1381	3		19		4	4	31	7	6	5	9	1
Zotu19095	3						2					
Zotu3654	1		1					1		1		
Zotu11674	3				1		1	1	1			
Zotu1764	3				2			3			6	
Zotu2184	9		10		1	1	38	4		19	2	
Zotu2856	3	1		1	3	1	6	3		5	5	
Zotu1977	2			3								
Zotu19498	1											
Zotu4125				1	2		1	3		3	2	
Zotu1032	2	2	2		9	1	8	3			2	
Zotu1084							1				4	
Zotu13376	1											1
Zotu29879	1		1							1		
Zotu1202	1								1			1
Zotu9345	3			3	2					1		
Zotu2873	12	1		1	1		1	1		8	5	1
Zotu4477	1											
Zotu1930	1	1		11		6						57
Zotu6415	5				2		1			3		
Zotu44776											1	
Zotu3148				1	4	4			1		1	
Zotu5769	2	1			1		1	4		8		3
Zotu1347				2	2	1					2	
Zotu1232	1		1	1	1	1	2					
Zotu2255	2		1								2	1
Zotu51382	6	3	2	3	2	3	1	2		21	4	21
Zotu4855						2						
Zotu12488					1							
Zotu65	5	1	32	8	13	15	11	15	12	3	48	8
Zotu332	1			2	5	5				2	4	2
Zotu5262	3		1	3	3			3				
